Date,Open,High,Low,Close,Volume,Adj Close
2017-12-14,1824,1840,1812,1838.050049,920773,1838.050049
2017-12-15,1856,1888,1855.5,1873.449951,3112531,1873.449951
2017-12-18,1855,1899,1809.300049,1878.949951,3074497,1878.949951
2017-12-19,1879.800049,1893.650024,1876.150024,1884.5,1238028,1884.5
2017-12-20,1898.900024,1903.099976,1863.650024,1868.150024,2335876,1868.150024
2017-12-21,1879.900024,1885,1865.199951,1868.300049,1713636,1868.300049
2017-12-22,1879,1880,1861.75,1876.650024,1117726,1876.650024
2017-12-26,1876.650024,1882.800049,1856.699951,1868.349976,1696424,1868.349976
2017-12-27,1870.099976,1870.300049,1851.150024,1856.75,872346,1856.75
2017-12-28,1858.900024,1880.900024,1858,1878.050049,2175130,1878.050049
2017-12-29,1876.800049,1879.199951,1868.150024,1872.400024,1586468,1872.400024
